article_name,country,revision_id,population,article_quality
Mukhriz Mahathir,Malaysia,805600468,32.5,C
Ong Ka Chuan,Malaysia,805600600,32.5,C
Samy Vellu,Malaysia,805600902,32.5,C
Subramaniam Sathasivam,Malaysia,805601085,32.5,C
Syed Hussein Alatas,Malaysia,805601110,32.5,C
V. Sivakumar,Malaysia,805601302,32.5,GA
Ahmad Maslan,Malaysia,805923753,32.5,Start
Abdullah CD,Malaysia,805966591,32.5,Start
Abdul Azeez Abdul Rahim,Malaysia,806010004,32.5,Start
Budiman Mohd Zohdi,Malaysia,806054094,32.5,C
Goh Leong San,Malaysia,806215172,32.5,GA
Reezal Merican Naina Merican,Malaysia,806282713,32.5,Start
Gooi Hsiao-Leung,Malaysia,806318338,32.5,Start
Christina Liew,Malaysia,806337545,32.5,Stub
Mohd Ali Rustam,Malaysia,806620169,32.5,Start
Ahmad Faizal Azumu,Malaysia,806631152,32.5,Stub
Vijayaratnam Seevaratnam,Malaysia,806680626,32.5,Start
Kassim Ahmad,Malaysia,806771221,32.5,Start
Syed Saddiq Syed Abdul Rahman,Malaysia,806791628,32.5,Stub
Asyraf Wajdi Dusuki,Malaysia,806956559,32.5,Start
Wang Gungwu,Malaysia,807071050,32.5,C
Devan Nair,Malaysia,807115130,32.5,C
Mahathir Mohamad,Malaysia,807123974,32.5,FA
Devaki Krishnan,Malaysia,807132553,32.5,Start
M. Kayveas,Malaysia,807137201,32.5,Start
Najib Razak,Malaysia,807167610,32.5,B
Kumutha Rahman,Malaysia,807312413,32.5,Stub
Tunku Abdul Rahman,Malaysia,807346458,32.5,C
Abdul Razak Hussein,Malaysia,807369775,32.5,C
Template:Gabon-politician-stub,Gabon,440397578,2.1,Stub
Template:Gabon-mayor-stub,Gabon,444762949,2.1,Stub
Template:Gabon-diplomat-stub,Gabon,647573541,2.1,Stub
Alexandré Barro Chambrier,Gabon,688145583,2.1,Start
Paul-Marie Yembit,Gabon,704000120,2.1,Stub
Jean Rémy Ayouné,Gabon,714894237,2.1,Stub
Paul Malékou,Gabon,714904459,2.1,Stub
Benjamin Ngoubou,Gabon,714904545,2.1,Stub
Jean Engone,Gabon,714904832,2.1,Stub
Pierre Auguste Avaro,Gabon,714904853,2.1,Stub
Jean François Ondo,Gabon,714904933,2.1,Stub
René Radembino Coniquet,Gabon,715998619,2.1,C
Vincent de Paul Gondjout,Gabon,715999460,2.1,Stub
Simplice Guedet Manzela,Gabon,715999502,2.1,Stub
Luc Marat Abyla,Gabon,715999546,2.1,Stub
Marcellin Mve Ebang,Gabon,715999596,2.1,Stub
Roger Mengue Mi Ekomie,Gabon,715999871,2.1,Stub
Raphael Mangouala,Gabon,715999965,2.1,Stub
Sébastien Mamboundou Mouyama,Gabon,715999973,2.1,Stub
Jean-Félix Mouloungui,Gabon,717364268,2.1,Start
Patrice Otha,Gabon,717750322,2.1,Stub
Jean-Baptiste Mintsa-Mi-Mba,Gabon,726648684,2.1,Stub
Template:GabonPresidents,Gabon,730926555,2.1,Stub
Pierre Sockat,Gabon,734390021,2.1,Stub
Georges Rawiri,Gabon,737437998,2.1,Start
Michel Akouloua,Gabon,738986196,2.1,Stub
Séraphin Moundounga,Gabon,740274130,2.1,Start
Template:GabonPMs,Gabon,741695483,2.1,Stub
Paul Okoumba d'Okwatsegue,Gabon,745773612,2.1,Stub
Sylvestre Ratanga,Gabon,746260050,2.1,Start
Jean-Marie Adzé,Gabon,746589032,2.1,Start
Martin Bongo,Gabon,747050371,2.1,Stub
Françoise Makaya,Gabon,748927483,2.1,Stub
Pierre-André Kombila,Gabon,749061703,2.1,C
Patrice Tonda,Gabon,749324624,2.1,Start
Paulin Obame-Nguema,Gabon,749532215,2.1,Start
Blaise Louembe,Gabon,750147253,2.1,Stub
Laure Olga Gondjout,Gabon,757084591,2.1,C
Stephanie Mouwandji Itsopault,Gabon,757617979,2.1,Stub
Jean Marie M'ba,Gabon,760250207,2.1,Stub
Solange Mabignath,Gabon,764037045,2.1,Start
Pascaline Bongo Ondimba,Gabon,773712964,2.1,Start
Jean-François Ntoutoume Emane,Gabon,776321801,2.1,C
Jean Eyeghé Ndong,Gabon,776343893,2.1,C
Jules-Aristide Bourdes-Ogouliguende,Gabon,777755591,2.1,C
Louis-Gabriel Pambo,Gabon,782348465,2.1,Stub
Jean-Boniface Assélé,Gabon,783684627,2.1,C
Joseph Ngoua,Gabon,786660134,2.1,Stub
Alexandre Sambat,Gabon,787277981,2.1,Start
Jules-Marius Ogouebandja,Gabon,787336160,2.1,Start
Vincent de Paul Nyonda,Gabon,787356753,2.1,Start
Rose Francine Rogombé,Gabon,787854865,2.1,C
Denis Dangue Réwaka,Gabon,787983757,2.1,Stub
Alain Ndjoubi Ossami,Gabon,788102485,2.1,Stub
Paul Biyoghé Mba,Gabon,788499373,2.1,C
Didjob Divungi Di Ndinge,Gabon,788587645,2.1,B
Pacôme Moubelet-Boubeya,Gabon,788669718,2.1,Start
Richard Auguste Onouviet,Gabon,788676556,2.1,B
Mathurin Anghiley,Gabon,788827488,2.1,Stub
André Mba Obame,Gabon,789140790,2.1,C
André Dieudonné Berre,Gabon,789169163,2.1,C
Jean-Hilaire Aubame,Gabon,789331731,2.1,FA
Augustin Moussavou King,Gabon,790143621,2.1,Stub
Sylvestre Oyouomi,Gabon,791692346,2.1,Start
Paul Mba Abessole,Gabon,792251600,2.1,C
Honorine Dossou Naki,Gabon,792860914,2.1,C
Casimir Oyé-Mba,Gabon,793273023,2.1,C
Lucie Milebou Aubusson,Gabon,793608363,2.1,Start
Charles Mve Ellah,Gabon,793692033,2.1,Stub
Christian Maronga,Gabon,794167765,2.1,Stub
Alfred Moungara Moussotsi,Gabon,794990759,2.1,Stub
Claude Damas Ozimo,Gabon,796314427,2.1,Stub
Jacques Adiahénot,Gabon,796658641,2.1,C
Viviane Biviga,Gabon,797300471,2.1,Stub
First Lady of Gabon,Gabon,797479367,2.1,Stub
André Gustave Anguilé,Gabon,797491115,2.1,Stub
List of Prime Ministers of Gabon,Gabon,797772644,2.1,Start
Vice President of Gabon,Gabon,798099164,2.1,Start
Louis-Gaston Mayila,Gabon,798836891,2.1,C
Jean Ping,Gabon,799074958,2.1,B
Léon Mébiame,Gabon,799431855,2.1,Start
Paul Gondjout,Gabon,799477684,2.1,GA
Pierre Mamboundou,Gabon,799526271,2.1,C
Emile Doumba,Gabon,801542881,2.1,Start
Emmanuel Issoze-Ngondet,Gabon,801571550,2.1,C
Emmanuel Ondo Methogo,Gabon,801574201,2.1,Start
List of Presidents of Gabon,Gabon,801937090,2.1,Start
Pierre Claver Maganga Moussavou,Gabon,801937161,2.1,Start
Léon M'ba,Gabon,801937520,2.1,FA
Ali Bongo Ondimba,Gabon,801937727,2.1,GA
Angélique Ngoma,Gabon,802678018,2.1,Stub
Faustin Boukoubi,Gabon,802856885,2.1,C
Antoine Mboumbou Miyakou,Gabon,803641214,2.1,Start
Omar Bongo,Gabon,803652657,2.1,FA
François Engongah Owono,Gabon,804270024,2.1,C
Vincent Essone Mengue,Gabon,804270243,2.1,Start
Daniel Ona Ondo,Gabon,804270496,2.1,C
Raymond Ndong Sima,Gabon,804270618,2.1,Start
Félix Siby,Gabon,804473364,2.1,Stub
Paul Boundoukou-Latha,Gabon,805202976,2.1,Start
Georgette Koko,Gabon,805284209,2.1,Start
Yvette Ngwevilo Rekangalt,Gabon,805638854,2.1,Start
Guy Nzouba-Ndama,Gabon,807201691,2.1,C
Template:Germany-DDP-politician-stub,Germany,440594068,82.8,Stub
Template:Germany-Centre-politician-stub,Germany,440598656,82.8,Stub
Template:Germany-BVP-politician-stub,Germany,495124898,82.8,Stub
List of German politicians,Germany,521986779,82.8,Stub
Template:Germany-DKP-politician-stub,Germany,581109695,82.8,Stub
Template:Germany-USPD-politician-stub,Germany,581109760,82.8,Stub
Template:Germany-LDPD-politician-stub,Germany,581109965,82.8,Stub
Template:Germany-DNVP-politician-stub,Germany,581110015,82.8,Stub
Template:Germany-politician-stub,Germany,581110109,82.8,Stub
Template:Germany-activist-stub,Germany,581110137,82.8,Stub
Template:Germany-NPD-politician-stub,Germany,585354886,82.8,Stub
Walter Simon (philanthropist),Germany,662681733,82.8,Start
Wilhelm Wallbaum,Germany,678140107,82.8,Stub
Wilhelm von Wedell-Piesdorf,Germany,684525811,82.8,Stub
Hans Graf von Schwerin-Löwitz,Germany,684537777,82.8,Stub
Jochen Ott,Germany,686349441,82.8,Stub
Fritz Heckert,Germany,700669417,82.8,Stub
Veit Ludwig von Seckendorff,Germany,702964122,82.8,Start
Bruno Erhard Abegg,Germany,703401364,82.8,Stub
Fritz Theilen,Germany,703857757,82.8,Stub
Ferdinand von Hansemann,Germany,704529565,82.8,Stub
Heinrich von Tiedemann,Germany,704530012,82.8,Stub
Karl Zell,Germany,704816808,82.8,Start
Max Maurenbrecher,Germany,705228603,82.8,Start
Georg Bernhard Bilfinger,Germany,705383874,82.8,Start
Rudi Mittig,Germany,705842209,82.8,Start
Otto Schmirgal,Germany,706339506,82.8,Start
Ralf Wieland,Germany,706972267,82.8,Start
Gunter Pleuger,Germany,707213195,82.8,Stub
Rudolf Buttmann,Germany,707799342,82.8,Stub
August Reinsdorf,Germany,708079302,82.8,Stub
Hans von der Groeben,Germany,708158531,82.8,Start
Karl Rudolf Friedenthal,Germany,708410373,82.8,Start
Fritz Walter (politician),Germany,708568482,82.8,Stub
George Philipp Ludolf von Beckedorff,Germany,708570606,82.8,Stub
Benedict Waldeck,Germany,708890424,82.8,Stub
Ernst Maria Lieber,Germany,709601318,82.8,Start
Burghard Freiherr von Schorlemer-Alst,Germany,709606379,82.8,Stub
Moriz Lieber,Germany,709851246,82.8,Start
Gerd Greune,Germany,710911349,82.8,Stub
Joseph Heine,Germany,711147128,82.8,C
Siegfried Gumbel,Germany,711153984,82.8,Start
Andreas Kleinlein,Germany,712484241,82.8,Stub
Michael Swierczek,Germany,712583819,82.8,Start
Kaspar Deutschenbaur,Germany,712618222,82.8,Stub
Heinrich Sudermann,Germany,712958855,82.8,Stub
Dodo von Knyphausen,Germany,713018792,82.8,Stub
Karl August von Hardenberg,Germany,713083648,82.8,C
Paul Hirsch (politician),Germany,713083969,82.8,Start
Carl Otto von Madai,Germany,713684076,82.8,Stub
Peter Gingold,Germany,713785389,82.8,Start
Rudolf Leonhard,Germany,715079454,82.8,Start
Friedrich Gustav Carl Ulrich Franz von Schnehen,Germany,715106494,82.8,Stub
"Friedrich Wilhelm, Count Brandenburg",Germany,715614942,82.8,Stub
Wilfried Maaß,Germany,715640467,82.8,Stub
Evelyn Hecht-Galinski,Germany,715863281,82.8,Stub
Wolfgang Heinz (politician),Germany,716165385,82.8,Stub
Leopold Heinrich von Goltz,Germany,716529241,82.8,Stub
Jens Seipenbusch,Germany,716765168,82.8,Stub
Jens Beutel,Germany,716839880,82.8,Start
Joseph Baumgartner,Germany,716850589,82.8,Stub
Karl Bickleder,Germany,716850828,82.8,Stub
Alois Albert,Germany,716853884,82.8,Stub
Clemens Busch,Germany,717375871,82.8,Stub
Dietrich Heinrich Ludwig von Ompteda,Germany,717539993,82.8,Start
Dieter Kunzelmann,Germany,718104600,82.8,Stub
Hermann von Beckerath,Germany,718546227,82.8,Start
Hilmar Hoffmann,Germany,718719689,82.8,Start
Karl von Starck,Germany,718873001,82.8,Stub
Franz Jakob (politician),Germany,718940489,82.8,Stub
Wolfgang Yorck von Wartenburg,Germany,718941687,82.8,Stub
Clemens Heereman von Zuydwyck,Germany,719225225,82.8,Stub
Theodor von Guérard,Germany,719303513,82.8,Stub
Friedrich Peus,Germany,719521006,82.8,Stub
Gerhart von Schulze-Gävernitz,Germany,719901379,82.8,Stub
Friedrich von Müller (statesman),Germany,720027234,82.8,Stub
Karl Eichfeld,Germany,720085815,82.8,Stub
Albert Lehmann,Germany,720108257,82.8,Stub
Heinrich Voelter,Germany,720145425,82.8,Stub
Johann Baer,Germany,720172307,82.8,Stub
Friedrich Heinrich Karl Bobzin,Germany,720176483,82.8,Stub
Max Dortu,Germany,720182444,82.8,Stub
Joseph Hillebrand,Germany,720312060,82.8,Start
Gerhard Stahl,Germany,720441803,82.8,C
Mathilde Vaerting,Germany,720462995,82.8,Stub
Wilhelm Anton von Klewitz,Germany,720468197,82.8,Stub
Friedrich August von Staegemann,Germany,720475885,82.8,Stub
Karl Hermann Bitter,Germany,720927455,82.8,Stub
Helene Wessel,Germany,721085876,82.8,Start
Ernst Siehr,Germany,721588768,82.8,Stub
Francis Kruse,Germany,721593326,82.8,Stub
Christian Wilhelm Karl Ewald,Germany,721838555,82.8,Stub
Carl Ludwig Wilhelm Grolman,Germany,721838582,82.8,Stub
Johann Ludwig Klüber,Germany,722213816,82.8,Start
Christian Friedrich von Otto,Germany,722242389,82.8,Stub
Franz Josef Heinz,Germany,722560643,82.8,Start
Hermann Roeren,Germany,723011691,82.8,Stub
Rüdiger Butte,Germany,723197874,82.8,Stub
Karl Ernst Rahtgens,Germany,723569805,82.8,Stub
Wolfgang Templin,Germany,723579808,82.8,Stub
Fritz Sternberg,Germany,724121703,82.8,Start
Franz Hruska,Germany,724302591,82.8,Stub
Walter Buchheim,Germany,724872861,82.8,Start
Anton of Stolberg-Wernigerode,Germany,725041109,82.8,Start
Hermann Höpker-Aschoff,Germany,725708195,82.8,Stub
Werner Klumpp,Germany,726804496,82.8,Stub
Ludwig Bergsträsser,Germany,726844452,82.8,Stub
Justin von Linde,Germany,726869372,82.8,Stub
Franz Handlos,Germany,727218166,82.8,Start
Hans Demmelmeier,Germany,727219294,82.8,Stub
Wolfgang Stammberger,Germany,727226171,82.8,Stub
Gustav Fuchs,Germany,727330325,82.8,Stub
Alfred Loritz,Germany,727452309,82.8,Start
Oskar Müller,Germany,727507621,82.8,Start
Ferdinand Auth,Germany,727507673,82.8,Stub
Ludwig Simon,Germany,727708203,82.8,Stub
Benno von Arent,Germany,727944197,82.8,Stub
Heinrich Krone,Germany,728127168,82.8,Stub
Helmut Lemke,Germany,728127202,82.8,Stub
Werner Münch,Germany,728127307,82.8,Stub
Hubert Ney,Germany,728127364,82.8,Start
Friedrich Ernst Scheller,Germany,728147757,82.8,Stub
Albert Vögler,Germany,728425427,82.8,Start
Sylvester Jordan,Germany,728446551,82.8,Stub
Wladislaw Taczanowski,Germany,728641340,82.8,Stub
Werner Eggerath,Germany,728833030,82.8,Start
Werner Bruschke,Germany,728833032,82.8,Stub
Rudolf Jahn,Germany,728833392,82.8,Stub
Paul Wessel,Germany,728833751,82.8,Start
Tatjana Festerling,Germany,728979220,82.8,Start
Theodor Hillenhinrichs,Germany,729529631,82.8,Stub
Andreas Gottlieb von Bernstorff,Germany,730539891,82.8,Stub
Martin Grüner,Germany,731732309,82.8,Stub
Wilhelm Haferkamp,Germany,731732401,82.8,Stub
Walter Wallmann,Germany,731738359,82.8,Stub
Hermann Dietrich,Germany,731899371,82.8,Stub
Ignaz Kiechle,Germany,731902994,82.8,Stub
Helmut Schlesinger,Germany,732650340,82.8,Stub
Ellen Ammann,Germany,732862721,82.8,Stub
Adolf Damaschke,Germany,732862851,82.8,Stub
Ernst Höfner,Germany,732862897,82.8,Stub
Franz Bracht,Germany,732862932,82.8,Stub
Willy Rumpf,Germany,732863087,82.8,Start
Christof Leng,Germany,732863293,82.8,Stub
Manfred Ostermann,Germany,732863323,82.8,Start
Walter Köhler,Germany,733262800,82.8,Stub
Jacob Sturm von Sturmeck,Germany,733839498,82.8,Start
Rupert Scholz,Germany,734138330,82.8,Stub
Hermann Wittich,Germany,734485661,82.8,Stub
Thomas Goppel,Germany,735099306,82.8,Stub
Otto Bohl,Germany,736473764,82.8,Stub
Georg Ledebour,Germany,737496438,82.8,Start
Joachim Siegerist,Germany,737496663,82.8,Start
Albrecht von Graefe (politician),Germany,737655711,82.8,C
Georg von Blumenthal,Germany,738570205,82.8,Start
Adrian von der Linde,Germany,738767098,82.8,Stub
Johann Christian von Boyneburg,Germany,738900867,82.8,Stub
Oliver Wehner,Germany,739896189,82.8,Start
Georg Voigt (politician),Germany,740297450,82.8,Stub
Nikolaus Krell,Germany,740484440,82.8,Start
Georg von Siemens,Germany,741917180,82.8,Start
Herwart von Hohenburg,Germany,742160158,82.8,Start
Armin Mohler,Germany,742697315,82.8,Start
Bernhard Schottländer,Germany,743567653,82.8,Start
Michael Sladek,Germany,743819607,82.8,Stub
Gerhard Thielcke,Germany,743820561,82.8,Stub
Heffa Schücking,Germany,743821508,82.8,Stub
Stefan Herdt,Germany,744130468,82.8,Stub
Christian August von Eyben,Germany,744205127,82.8,Start
Arthur Brill,Germany,744269361,82.8,Stub
Karin Struck,Germany,744456624,82.8,Stub
Reinhard Klimmt,Germany,744848089,82.8,Start
Karl Friedrich von Savigny,Germany,745371095,82.8,Start
Alfred Mechtersheimer,Germany,745447409,82.8,Stub
Hans Lukaschek,Germany,745954139,82.8,C
Peter Schott,Germany,746328827,82.8,Start
Carl Heinrich Wilhelm Hagen,Germany,746380058,82.8,Stub
August von Trott zu Solz,Germany,746749087,82.8,Stub
Wolfgang Heribert von Dalberg,Germany,746928164,82.8,Stub
Bernd Reichelt,Germany,747122691,82.8,Stub
Heinrich Blume,Germany,748070319,82.8,Stub
Walter Linse,Germany,748296108,82.8,Start
Wilhelm Beyer,Germany,748394461,82.8,Stub
Otto Hirsch,Germany,748746591,82.8,Start
Walter Wolf (politician),Germany,748783858,82.8,Stub
Andreas Settele,Germany,748842798,82.8,Stub
Peter Lorenz,Germany,749401812,82.8,Start
Curt Joël,Germany,749435568,82.8,C
Franz Spina,Germany,749576930,82.8,Stub
Adolphe Low,Germany,749773420,82.8,Stub
"Adam, Count of Schwarzenberg",Germany,749776480,82.8,C
Henry Ernest of Stolberg-Wernigerode,Germany,749777527,82.8,Start
Werner Rackwitz,Germany,749836087,82.8,Stub
Bill Drews,Germany,750183892,82.8,Start
Otto Telschow,Germany,750607043,82.8,Stub
Christa Goetsch,Germany,751125464,82.8,Start
Willi Becker,Germany,752696321,82.8,Stub
Jürgen Schmieder,Germany,753572219,82.8,C
Theodor Steltzer,Germany,754332339,82.8,Stub
Jens Pühse,Germany,754375956,82.8,Stub
Dieter Engels,Germany,754489175,82.8,Stub
Anna Schepeler-Lette,Germany,755343265,82.8,Start
Max Hirsch (labor economist),Germany,755907521,82.8,Start
Hannelore Mensch,Germany,755908275,82.8,Start
Johann Friedrich von Meyer,Germany,756249092,82.8,Stub
Heinrich von Brühl,Germany,756469212,82.8,C
Andreas Schockenhoff,Germany,756676949,82.8,Stub
Carsten Sieling,Germany,756677169,82.8,Start
Detlef Seif,Germany,756677410,82.8,Stub
Jens Ackermann,Germany,756677894,82.8,Stub
Jörg van Essen,Germany,756678029,82.8,Stub
Norbert Geis,Germany,756678671,82.8,Start
Peter Danckert,Germany,756678805,82.8,Stub
Rolf Koschorrek,Germany,756678905,82.8,Stub
Kirsten Lühmann,Germany,756822825,82.8,C
Lale Akgün,Germany,756823021,82.8,Stub
Ute Berg,Germany,756833098,82.8,Stub
Gertrud Bäumer,Germany,757336804,82.8,Start
Heidrun Bluhm,Germany,757336855,82.8,Stub
Wilhelmine Kähler,Germany,757338642,82.8,Stub
Renate Adolph,Germany,757345360,82.8,Stub
Harald Petzold,Germany,757345382,82.8,Stub
Sabine Jünger,Germany,757538903,82.8,Stub
Albert Abicht,Germany,757724642,82.8,Stub
Josef Frenken,Germany,757725412,82.8,Start
Otto Winzer,Germany,757726617,82.8,Start
Wilhelm Buck,Germany,757726981,82.8,Stub
Heinrich Köhler,Germany,758064878,82.8,Start
"Joachim, Count of Schönburg-Glauchau",Germany,758375728,82.8,Start
Max Montgelas,Germany,758770905,82.8,Start
Gerwald Claus-Brunner,Germany,758846846,82.8,Start
Jan Mühlstein,Germany,759082898,82.8,Start
Hans Adlhoch,Germany,760389806,82.8,Stub
Rudolf Amelunxen,Germany,760499204,82.8,Stub
Herbert Mies,Germany,760584475,82.8,Stub
Julius Jolly (Indologist),Germany,761999946,82.8,Start
Alois von Brinz,Germany,762011471,82.8,Start
Paul Levi,Germany,762470646,82.8,GA
Franziska Kessel,Germany,762800710,82.8,Start
Safet Babic,Germany,763004145,82.8,Stub
Christian Peter Wilhelm Beuth,Germany,763007635,82.8,Start
Johannes Ludewig,Germany,763247319,82.8,Stub
Bernhard Reichenbach,Germany,763280871,82.8,Start
Moritz Rittinghausen,Germany,763335694,82.8,B
Richard Witting,Germany,763382240,82.8,Stub
Friedrich von Schrötter,Germany,764051682,82.8,Stub
Eduard Heinrich von Flottwell,Germany,764323980,82.8,Start
Günther Kleiber,Germany,764334263,82.8,Start
Patrik Köbele,Germany,764374939,82.8,Stub
Josef Duchac,Germany,764642596,82.8,Stub
Johann Christoph von Wöllner,Germany,764958661,82.8,Start
Karl Theodor Bayrhoffer,Germany,765174206,82.8,Stub
Johann Gustav Heckscher,Germany,766006012,82.8,Stub
Julius Jolly (politician),Germany,766007888,82.8,Stub
Franz Josef von Gruben,Germany,766008096,82.8,Stub
John Prince-Smith,Germany,766008112,82.8,Start
Moritz Wiggers,Germany,766008129,82.8,Start
Gottfried Ludolf Camphausen,Germany,766008151,82.8,Start
Heinrich von Friedberg,Germany,766008162,82.8,Stub
Klaus Wiswe,Germany,766011282,82.8,Stub
Jörg-Uwe Hahn,Germany,766011311,82.8,Stub
Karl Twesten,Germany,766011340,82.8,Start
Rolf Schlierer,Germany,766011398,82.8,C
Ursula Engelen-Kefer,Germany,766764079,82.8,Start
Marcus Weinberg,Germany,767346218,82.8,Start
Rudolf Hilf,Germany,767563553,82.8,Start
Template:Germany-SED-politician-stub,Germany,767675418,82.8,Stub
Gerhard Wack,Germany,767692722,82.8,Stub
Ernst Scheller,Germany,767960248,82.8,Stub
Friedrich von Lindequist,Germany,768224894,82.8,Stub
Norbert Holl,Germany,768541572,82.8,Stub
Erwin Huber,Germany,768908245,82.8,Start
Gert Haller,Germany,769044864,82.8,Stub
Hans Knirsch,Germany,769202227,82.8,Start
Carsten Schatz,Germany,769346360,82.8,Stub
Sebastian Nerz,Germany,769731120,82.8,Start
Rolf Dahlgrün,Germany,769789402,82.8,Stub
Friedrich Aue,Germany,769822157,82.8,Stub
Uwe Corsepius,Germany,769888374,82.8,Start
Alexander Abusch,Germany,769903603,82.8,Start
Georg Altner,Germany,770179393,82.8,Stub
Philipp Wurzbacher,Germany,770179798,82.8,Stub
Johann Appler,Germany,770179819,82.8,Stub
Ulrike Poppe,Germany,770390471,82.8,Stub
Otto Weinkamm,Germany,770595619,82.8,Stub
Herbert Blankenhorn,Germany,770614696,82.8,Stub
Willi Bloedorn,Germany,770616466,82.8,Stub
Adele Schreiber-Krieger,Germany,770892968,82.8,Start
Gustav Adolf Steengracht von Moyland,Germany,771009025,82.8,Stub
Emil Wutzky,Germany,771228780,82.8,Stub
Alexander Schalck-Golodkowski,Germany,771538484,82.8,Start
Luise Koch,Germany,771725799,82.8,Start
Gottfried Lessing,Germany,771777994,82.8,Start
Wolfgang Müller von Königswinter,Germany,772947549,82.8,C
Heinz Galinski,Germany,773244543,82.8,Start
Kurt Hiller,Germany,773387327,82.8,Stub
Mathilde Wurm,Germany,773387707,82.8,Start
Georg Fein,Germany,773590892,82.8,C
Dieter Schulte,Germany,773830710,82.8,Stub
Hermann Heller (legal scholar),Germany,773833368,82.8,Start
Dietrich Wersich,Germany,773969972,82.8,Start
"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",Germany,774512928,82.8,Start
Willy Hellpach,Germany,774935896,82.8,Start
Hugo Haase,Germany,775254127,82.8,C
Eduard Puricelli,Germany,775882013,82.8,Stub
Hans Leussink,Germany,776094556,82.8,Stub
Hugo Eberlein,Germany,778110321,82.8,Start
Dietrich Schaeffer,Germany,778890745,82.8,Stub
Muhterem Aras,Germany,779069854,82.8,Start
Birgitt Bender,Germany,779069873,82.8,Stub
Viola von Cramon-Taubadel,Germany,779069904,82.8,Start
Hans-Jürgen Klein,Germany,779069993,82.8,Stub
Eveline Lemke,Germany,779070026,82.8,Stub
Malte Spitz,Germany,779070117,82.8,Stub
Johann Wadephul,Germany,779207066,82.8,Start
Karl-Günther von Hase,Germany,779486946,82.8,Start
Axel Troost,Germany,779688110,82.8,C
Richard von Kühlmann,Germany,779753875,82.8,C
Adalbert Falk,Germany,779887510,82.8,Stub
Paul Freiherr von Eltz-Rübenach,Germany,780983235,82.8,Stub
Heiko von der Leyen,Germany,781004853,82.8,Stub
Heinrich Schwarz (politician),Germany,781434866,82.8,Stub
Werner E. Ablaß,Germany,781997919,82.8,Start
Karl Ferdinand Abt,Germany,782018907,82.8,Stub
Achim Gercke,Germany,782031885,82.8,Start
Adolf Bauser,Germany,782061268,82.8,Start
Hamide Akbayir,Germany,782142285,82.8,Start
Alfred Kurella,Germany,782175646,82.8,Start
Jakob Altmaier,Germany,782231692,82.8,Start
Manfred Ewald,Germany,782281440,82.8,Start
Anneliese Bläsing,Germany,782409420,82.8,Stub
August David zu Sayn-Wittgenstein-Hohenstein,Germany,782561912,82.8,Stub
Gerhard Frey (politician),Germany,782574872,82.8,Stub
Otto Beck,Germany,782723804,82.8,Start
Gerhard Besier,Germany,782784333,82.8,C
Heinrich Beythien,Germany,782791185,82.8,Start
Mahmut Özdemir,Germany,782993792,82.8,Start
Heinrich Bretthorst,Germany,783025603,82.8,Start
Friedrich Burmeister (politician),Germany,783096707,82.8,Stub
Ludwig Camerarius,Germany,783131173,82.8,Start
